scenario,K,tier,seed,wall_sec,drv_arrival_ia_cv2,drv_arrival_ia_mean_sec,drv_arrival_peak10_over_mean,drv_backlog_max,drv_dedicated_pax_mean,drv_dedicated_queue_mean,drv_deliv_per_floor_max,drv_deliv_per_floor_mean,drv_dispatch_queue_max,drv_ev1_pax_ge12_frac,drv_ev1_pax_max,drv_ev1_pax_mean,drv_ev1_queue_max,drv_ev1_queue_mean,drv_ev2_pax_ge12_frac,drv_ev2_pax_max,drv_ev2_pax_mean,drv_ev2_queue_max,drv_ev2_queue_mean,drv_ev3_pax_ge12_frac,drv_ev3_pax_max,drv_ev3_pax_mean,drv_ev3_queue_max,drv_ev3_queue_mean,drv_ev4_pax_ge12_frac,drv_ev4_pax_max,drv_ev4_pax_mean,drv_ev4_queue_max,drv_ev4_queue_mean,drv_evwait_down_p95_sec,drv_evwait_up_p95_sec,drv_fallback_cum_final,drv_fallback_n,drv_floor_burst10_max,drv_floor_mean,drv_n_bike,drv_n_car,drv_n_walk,drv_peds_waiting_max,drv_peds_waiting_mean,drv_rider_wait_max_sec,drv_rider_wait_mean_sec,drv_riders_in_building_max,drv_riders_in_building_mean,drv_riders_in_service_mean,drv_riders_waiting_ev_max,drv_riders_waiting_ev_mean,drv_service_time_mean_sec,drv_share_floor_le5,drv_shared_ev_ids,drv_shared_pax_ge12_frac_all,drv_shared_pax_ge12_frac_any,drv_shared_pax_mean,drv_shared_queue_mean,drv_stairs_share,drv_walked_m_mean,drv_window_used,kpi.building.capex_total_krw,kpi.building.cost_per_order_krw,kpi.building.opex_running_krw,kpi.building.opex_running_krw_delivery,kpi.building.opex_running_krw_orderspan,kpi.building.w_ev_mean_all_sec,kpi.building.w_ev_mean_riders_sec,kpi.customer.n_delivered,kpi.customer.n_orders,kpi.customer.n_sla_violations,kpi.customer.sla_violation_rate,kpi.customer.t_e2e_mean_sec,kpi.customer.t_e2e_p95_sec,kpi.elevator.EV1.capacity_violations,kpi.elevator.EV1.mean_passengers_delivery,kpi.elevator.EV1.n_alights,kpi.elevator.EV1.n_boardings,kpi.elevator.EV1.n_boardings_by_kind.pedestrian,kpi.elevator.EV1.n_boardings_by_kind.rider,kpi.elevator.EV1.shared_with_robot,kpi.elevator.EV1.utilization,kpi.elevator.EV1.utilization_delivery,kpi.elevator.EV1.utilization_orderspan,kpi.elevator.EV1.w_ev_mean_by_kind_sec.pedestrian,kpi.elevator.EV1.w_ev_mean_by_kind_sec.rider,kpi.elevator.EV1.w_ev_mean_sec,kpi.elevator.EV1.w_ev_p95_by_kind_sec.pedestrian,kpi.elevator.EV1.w_ev_p95_by_kind_sec.rider,kpi.elevator.EV1.w_ev_p95_sec,kpi.elevator.EV2.capacity_violations,kpi.elevator.EV2.mean_passengers_delivery,kpi.elevator.EV2.n_alights,kpi.elevator.EV2.n_boardings,kpi.elevator.EV2.n_boardings_by_kind.pedestrian,kpi.elevator.EV2.n_boardings_by_kind.rider,kpi.elevator.EV2.shared_with_robot,kpi.elevator.EV2.utilization,kpi.elevator.EV2.utilization_delivery,kpi.elevator.EV2.utilization_orderspan,kpi.elevator.EV2.w_ev_mean_by_kind_sec.pedestrian,kpi.elevator.EV2.w_ev_mean_by_kind_sec.rider,kpi.elevator.EV2.w_ev_mean_sec,kpi.elevator.EV2.w_ev_p95_by_kind_sec.pedestrian,kpi.elevator.EV2.w_ev_p95_by_kind_sec.rider,kpi.elevator.EV2.w_ev_p95_sec,kpi.elevator.EV3.capacity_violations,kpi.elevator.EV3.mean_passengers_delivery,kpi.elevator.EV3.n_alights,kpi.elevator.EV3.n_boardings,kpi.elevator.EV3.n_boardings_by_kind.pedestrian,kpi.elevator.EV3.n_boardings_by_kind.rider,kpi.elevator.EV3.shared_with_robot,kpi.elevator.EV3.utilization,kpi.elevator.EV3.utilization_delivery,kpi.elevator.EV3.utilization_orderspan,kpi.elevator.EV3.w_ev_mean_by_kind_sec.pedestrian,kpi.elevator.EV3.w_ev_mean_by_kind_sec.rider,kpi.elevator.EV3.w_ev_mean_sec,kpi.elevator.EV3.w_ev_p95_by_kind_sec.pedestrian,kpi.elevator.EV3.w_ev_p95_by_kind_sec.rider,kpi.elevator.EV3.w_ev_p95_sec,kpi.elevator.EV4.capacity_violations,kpi.elevator.EV4.mean_passengers_delivery,kpi.elevator.EV4.n_alights,kpi.elevator.EV4.n_boardings,kpi.elevator.EV4.n_boardings_by_kind.pedestrian,kpi.elevator.EV4.n_boardings_by_kind.rider,kpi.elevator.EV4.shared_with_robot,kpi.elevator.EV4.utilization,kpi.elevator.EV4.utilization_delivery,kpi.elevator.EV4.utilization_orderspan,kpi.elevator.EV4.w_ev_mean_by_kind_sec.pedestrian,kpi.elevator.EV4.w_ev_mean_by_kind_sec.rider,kpi.elevator.EV4.w_ev_mean_sec,kpi.elevator.EV4.w_ev_p95_by_kind_sec.pedestrian,kpi.elevator.EV4.w_ev_p95_by_kind_sec.rider,kpi.elevator.EV4.w_ev_p95_sec,kpi.pedestrian.ev_wait_mean_sec,kpi.pedestrian.n_completed,kpi.pedestrian.n_in_building_at_end,kpi.pedestrian.n_spawned,kpi.rider.ev_wait_down_mean_sec,kpi.rider.ev_wait_up_mean_sec,kpi.rider.lobby_cost_total_krw,kpi.rider.n_by_mode.elevator,kpi.rider.n_by_mode.stairs,kpi.rider.n_exited,kpi.rider.t_lobby_mean_sec,kpi.rider.t_lobby_p95_sec,kpi.simulation.clock_end_sec,kpi.simulation.clock_start_sec,kpi.simulation.delivery_window_sec,kpi.simulation.orderspan_window_sec,kpi.simulation.ped_window_sec,kpi.simulation.scenario_window,kpi.simulation.terminated_by_cap,kpi.simulation.termination_policy,kpi.simulation.termination_reason,kpi.simulation.ticks,kpi.simulation.wall_span_delivery_sec,kpi.simulation.wall_span_orderspan_sec,kpi.simulation.wall_span_sec,kpi.simulation.warmup.head_sec,kpi.simulation.warmup.lookback_sec,kpi.simulation.warmup.ped_boardings_per_min,kpi.simulation.warmup.peds_at_first_order,kpi.simulation.warmup.peds_waiting_at_first_order,kpi.simulation.warmup.util_at_first_order,kpi.simulation.warmup_sec,kpi.simulation.window_policy
K100_3,100,primary,7,1.12,0.8806,44.78,1.76,44,0.816,1.039,17,11.111,0,0.0,4,0.833,5,1.037,0.0,5,0.798,6,1.041,0.0,5,0.805,5,1.061,0.0,7,0.774,6,0.981,61.599999999999994,63.599999999999994,2,2,6,5.93,98,2,0,13,3.242,0.0,0.0,11,4.559,2.249,5,0.878,121.2,0.46,EV3|EV4,0.0,0.0,0.79,1.021,0.11,43.94,delivery,0.0,750.6,75059.7,75059.7,74968.1,25.778275475923852,26.578651685393258,100,100,0,0.0,1306.47,1942.3999999999996,0,0.8329311304993503,231,231,193,38,False,0.8799064640053449,0.8973454612957119,0.8973114264376401,25.89119170984456,24.736842105263158,25.7012987012987,66.0,65.15,66.0,0,0.7980322999814368,229,229,172,57,False,0.8359779522298313,0.8656023760905884,0.864824495892457,24.040697674418606,29.12280701754386,25.305676855895197,59.89999999999998,61.59999999999999,61.0,0,0.8056432151475775,221,221,173,48,True,0.8329714381159178,0.8811954705773157,0.883495145631068,26.491329479768787,25.916666666666668,26.36651583710407,67.0,61.949999999999996,67.0,0,0.773900129942454,210,212,177,35,True,0.813095039251712,0.8513087061444218,0.8504480955937267,25.84180790960452,25.34285714285714,25.75943396226415,60.0,56.19999999999999,59.44999999999999,25.50210378681627,713,9,722,29.764044943820224,23.39325842696629,75059.7,89,11,100,245.65,309.25,46815.0,40828.0,"[41428.0, 46815.0]","[41428.0, 46784.0]","[40828.0, 52113.0]",True,False,delivery_complete,delivery_complete,5987,5387.0,5356.0,5987.0,600.0,300.0,5.6,8,3,0.5683333333333334,600.0,delivery
K100_3,100,primary,2026,0.8,0.861,44.78,1.76,43,0.827,1.018,14,11.111,0,0.0,6,0.874,6,1.053,0.0,6,0.779,6,0.984,0.0,4,0.711,4,0.887,0.0,6,0.772,6,0.896,62.0,64.9,2,2,5,5.99,98,2,0,12,2.959,0.0,0.0,11,4.57,2.253,5,0.861,121.2,0.44,EV3|EV4,0.0,0.0,0.741,0.891,0.18,43.32,delivery,0.0,751.2,75117.8,75117.8,74980.3,24.293714285714287,28.23170731707317,100,100,0,0.0,1306.61,1979.9999999999995,0,0.8741401747536717,233,234,200,34,False,0.8457936109717344,0.8557352667782115,0.8565535345959122,25.375,24.470588235294116,25.243589743589745,71.2999999999999,56.349999999999994,68.39999999999998,0,0.7791411042944786,226,227,176,51,False,0.8208730556949323,0.8378880832868563,0.8364897806112882,23.267045454545453,26.823529411764707,24.066079295154186,67.0,64.5,66.69999999999999,0,0.7109128090723182,204,204,160,44,True,0.7758822545576183,0.8137200223089793,0.8196137258578661,22.16875,29.863636363636363,23.82843137254902,65.04999999999998,60.7,63.849999999999994,0,0.7709611451942741,210,210,175,35,True,0.7909349389530022,0.8114891243725599,0.8145509094318395,22.34285714285714,31.885714285714286,23.933333333333334,58.29999999999998,67.29999999999997,63.099999999999966,23.440056417489423,709,9,718,30.658536585365855,25.804878048780488,75117.8,82,18,100,245.84,327.15,46807.0,40828.0,"[41428.0, 46807.0]","[41428.0, 46761.0]","[40828.0, 52113.0]",True,False,delivery_complete,delivery_complete,5979,5379.0,5333.0,5979.0,600.0,300.0,6.4,13,4,0.6075,600.0,delivery
K100_4,100,primary,42,0.96,2.2916,54.91,2.6,52,0.871,1.136,17,11.111,0,0.0,6,0.909,6,1.113,0.0,5,0.832,6,1.159,0.0,4,0.823,5,1.134,0.0,5,0.762,6,1.024,68.85,73.85,6,6,4,6.26,94,6,0,14,3.666,0.0,0.0,15,4.033,1.989,7,0.764,123.6,0.36,EV3|EV4,0.0,0.0,0.793,1.079,0.16,43.26,delivery,0.0,765.7,76569.2,76569.2,76434.7,27.456479690522244,28.267857142857142,100,100,0,0.0,1346.44,2151.7999999999997,0,0.9092225977788508,279,279,225,54,False,0.8819903126376046,0.8897473040399163,0.8962386511024644,26.782222222222224,22.666666666666668,25.985663082437277,70.79999999999998,74.04999999999998,72.09999999999997,0,0.832609045549654,266,266,226,40,False,0.8470570967268457,0.8691453404152584,0.8714332036316472,26.606194690265486,32.075,27.428571428571427,72.0,70.29999999999998,72.0,0,0.8226299694189603,252,252,213,39,True,0.8571847937766035,0.8865282472235635,0.8871595330739299,29.253521126760564,27.076923076923077,28.916666666666668,76.39999999999998,73.1,75.44999999999999,0,0.7625945597939804,237,237,202,35,True,0.8171143402319095,0.8385643006599066,0.8441958495460441,26.58910891089109,33.885714285714286,27.666666666666668,67.79999999999995,69.19999999999999,68.39999999999998,27.29907621247113,866,3,869,30.714285714285715,25.821428571428573,76569.2,84,16,100,250.59,315.2,47630.0,40817.0,"[41417.0, 47630.0]","[41417.0, 47585.0]","[40817.0, 52183.0]",True,False,delivery_complete,delivery_complete,6813,6213.0,6168.0,6813.0,600.0,300.0,6.2,7,3,0.5966666666666667,600.0,delivery
K100_4,100,primary,7,1.54,2.2563,54.91,2.6,52,0.82,1.048,17,11.111,0,0.0,8,0.816,9,0.999,0.0,5,0.823,6,1.098,0.0,4,0.78,5,1.003,0.0,6,0.816,6,0.907,60.599999999999994,66.39999999999998,5,5,7,5.93,95,5,0,14,3.263,0.0,0.0,14,3.953,1.96,6,0.744,123.0,0.46,EV3|EV4,0.0,0.0,0.798,0.955,0.11,43.98,delivery,0.0,757.9,75786.9,75786.9,75603.6,25.08373904576436,26.224719101123597,100,100,0,0.0,1343.38,2155.7499999999995,0,0.8159069174370418,266,267,228,39,False,0.8380855397148677,0.8490596110934013,0.8475776597456945,24.346491228070175,24.28205128205128,24.337078651685392,62.249999999999886,55.2,59.0,0,0.8230793751992349,259,261,207,54,False,0.8549607215594995,0.8822123047497609,0.8810558506357637,26.198067632850243,30.555555555555557,27.09961685823755,75.39999999999998,76.19999999999993,76.0,0,0.779725852725534,246,247,211,36,True,0.8105906313645621,0.8498565508447561,0.8483824239497827,26.312796208530806,22.583333333333332,25.76923076923077,61.5,56.0,61.0,0,0.8154287535862289,252,252,203,49,True,0.8068082630200757,0.8390181702263309,0.8374376307741832,22.497536945812808,25.6734693877551,23.115079365079364,60.799999999999955,75.99999999999986,61.0,24.775147928994084,845,12,857,29.49438202247191,22.95505617977528,75786.9,89,11,100,248.03,311.54999999999995,47691.0,40817.0,"[41417.0, 47691.0]","[41417.0, 47630.0]","[40817.0, 52183.0]",True,False,delivery_complete,delivery_complete,6874,6274.0,6213.0,6874.0,600.0,300.0,5.6,8,3,0.5683333333333334,600.0,delivery
K100_4,100,primary,2026,1.51,1.824,54.91,2.5,52,0.741,0.874,14,11.111,0,0.0,5,0.734,5,0.858,0.0,5,0.748,6,0.89,0.0,4,0.768,6,0.914,0.0,5,0.747,7,0.853,68.70000000000002,64.95,5,5,6,5.99,95,5,0,12,2.806,0.0,0.0,13,3.932,1.985,7,0.709,123.0,0.44,EV3|EV4,0.0,0.0,0.758,0.883,0.18,43.1,delivery,0.0,744.5,74454.7,74454.7,74222.5,22.972477064220183,26.804878048780488,100,100,0,0.0,1342.18,2130.2499999999995,0,0.7343447385409941,241,242,189,53,False,0.8016480282519128,0.8060038734667527,0.8114714029656184,21.947089947089946,26.735849056603772,22.99586776859504,58.0,66.0,61.89999999999998,0,0.7475790832795352,254,254,207,47,False,0.8512360211889347,0.8689477081988379,0.8707837705719407,21.85990338164251,25.829787234042552,22.594488188976378,61.69999999999999,62.79999999999998,62.349999999999994,0,0.7679147837314396,249,249,215,34,True,0.8176868746321365,0.85458360232408,0.8582369235782956,21.91627906976744,30.88235294117647,23.140562248995984,67.59999999999997,67.1,68.19999999999999,0,0.7467721110393802,236,236,206,30,True,0.7779576221306651,0.7945448676565526,0.7925696594427245,23.08252427184466,23.833333333333332,23.177966101694917,65.0,60.29999999999998,65.0,22.21936274509804,816,5,821,29.865853658536587,23.74390243902439,74454.7,82,18,100,243.67,313.25,47613.0,40817.0,"[41417.0, 47613.0]","[41417.0, 47554.0]","[40817.0, 52183.0]",True,False,delivery_complete,delivery_complete,6796,6196.0,6137.0,6796.0,600.0,300.0,6.4,13,4,0.6075,600.0,delivery
K100_5,100,primary,42,1.39,1.3832,51.24,1.8,45,0.84,1.167,17,11.111,0,0.0,8,0.896,8,1.224,0.0,4,0.783,5,1.11,0.0,5,0.858,6,1.163,0.0,6,0.877,8,1.075,82.0,66.39999999999998,0,0,6,6.26,100,0,0,13,3.649,0.0,0.0,14,4.32,2.059,6,0.921,120.0,0.36,EV3|EV4,0.0,0.0,0.867,1.119,0.16,42.98,delivery,0.0,769.5,76951.1,76951.1,76810.6,27.808121827411167,31.970238095238095,100,100,0,0.0,1371.61,2186.2999999999997,0,0.8965339739190117,253,254,210,44,False,0.8886123210952085,0.8975634866163349,0.8967306694343539,28.961904761904762,30.59090909090909,29.244094488188978,64.0,69.7,65.69999999999999,0,0.7831159917638985,243,243,203,40,False,0.862321095208463,0.8874399450926561,0.8865248226950354,26.073891625615765,29.975,26.71604938271605,62.89999999999998,72.29999999999998,65.89999999999998,0,0.8572409059711736,241,241,201,40,True,0.85718730553827,0.8884694577899794,0.8880816467739145,28.119402985074625,34.125,29.116182572614107,68.0,82.0,69.0,0,0.8774879890185312,247,247,203,44,True,0.8475420037336652,0.873541523678792,0.8725134059851237,24.59605911330049,33.20454545454545,26.129554655870447,66.79999999999995,78.4,70.79999999999995,26.95098039215686,816,9,825,38.583333333333336,25.357142857142858,76951.1,84,16,100,251.84,330.34999999999997,47274.0,40846.0,"[41446.0, 47274.0]","[41446.0, 47227.0]","[40846.0, 52184.0]",True,False,delivery_complete,delivery_complete,6428,5828.0,5781.0,6428.0,600.0,300.0,6.2,7,3,0.5966666666666667,600.0,delivery
K100_5,100,primary,7,0.89,1.3832,51.24,1.8,45,0.811,1.009,17,11.111,0,0.0,4,0.766,6,0.921,0.0,5,0.855,7,1.096,0.0,5,0.795,5,0.876,0.0,5,0.749,5,0.817,73.6,55.19999999999999,0,0,5,5.93,100,0,0,12,2.972,0.0,0.0,13,4.117,2.06,5,0.738,120.0,0.46,EV3|EV4,0.0,0.0,0.772,0.846,0.11,43.74,delivery,0.0,733.0,73296.7,73296.7,73159.2,23.619348054679286,24.146067415730336,100,100,0,0.0,1367.42,2200.1,0,0.7661802575107296,233,233,190,43,False,0.8306614785992218,0.8417167381974249,0.8404568264405606,22.88421052631579,31.58139534883721,24.489270386266096,63.64999999999995,80.8,68.39999999999998,0,0.8549356223175966,246,247,209,38,False,0.8529182879377432,0.8820600858369099,0.8811213012631943,27.79904306220096,20.81578947368421,26.724696356275302,70.19999999999999,44.599999999999994,67.39999999999998,0,0.7946781115879828,243,243,186,57,True,0.8085603112840467,0.8506437768240344,0.8499740439522409,21.387096774193548,21.75438596491228,21.473251028806583,59.75,68.39999999999999,61.799999999999955,0,0.7490128755364807,227,228,188,40,True,0.7864591439688716,0.8190557939914163,0.8176155044125282,21.425531914893618,22.725,21.653508771929825,60.650000000000006,55.05,60.0,23.49546044098573,771,6,777,28.528089887640448,19.764044943820224,73296.7,89,11,100,239.88,305.15,47271.0,40846.0,"[41446.0, 47271.0]","[41446.0, 47225.0]","[40846.0, 52184.0]",True,False,delivery_complete,delivery_complete,6425,5825.0,5779.0,6425.0,600.0,300.0,5.6,8,3,0.5683333333333334,600.0,delivery
K100_5,100,primary,2026,1.34,1.3832,51.24,1.8,45,0.781,0.98,14,11.111,0,0.0,5,0.778,6,0.984,0.0,7,0.784,7,0.975,0.0,5,0.783,5,1.006,0.0,6,0.774,6,0.831,68.0,69.95,0,0,5,5.99,100,0,0,13,2.955,0.0,0.0,14,4.267,2.065,8,0.84,120.0,0.44,EV3|EV4,0.0,0.0,0.779,0.918,0.18,43.34,delivery,0.0,757.7,75768.6,75768.6,75652.5,24.359743040685224,29.78048780487805,100,100,0,0.0,1373.22,2228.45,0,0.7779690189328744,229,231,191,40,False,0.8068642745709829,0.8120481927710843,0.8107780280713914,24.104712041884817,33.3,25.696969696969695,65.5,76.29999999999998,70.0,0,0.7836488812392427,232,235,201,34,False,0.8051482059282371,0.8192771084337349,0.8180557962224918,24.980099502487562,24.91176470588235,24.970212765957445,67.0,64.44999999999999,67.29999999999998,0,0.7833046471600689,229,231,186,45,True,0.8059282371294851,0.8440619621342513,0.8430081441691215,24.526881720430108,30.622222222222224,25.714285714285715,64.75,67.6,66.0,0,0.7733218588640275,236,237,192,45,True,0.7864274570982839,0.8049913941480207,0.8038468203084388,19.171875,29.488888888888887,21.130801687763714,64.0,66.79999999999998,64.19999999999999,23.069553805774277,762,13,775,32.86585365853659,26.695121951219512,75768.6,82,18,100,247.97,321.2,47256.0,40846.0,"[41446.0, 47256.0]","[41446.0, 47217.0]","[40846.0, 52184.0]",True,False,delivery_complete,delivery_complete,6410,5810.0,5771.0,6410.0,600.0,300.0,6.4,13,4,0.6075,600.0,delivery
K100_6,100,primary,42,0.84,1.8848,46.51,1.84,52,0.861,1.063,17,11.111,0,0.0,5,0.864,6,1.025,0.0,5,0.857,6,1.102,0.0,5,0.89,6,1.256,0.0,6,0.787,8,0.943,77.0,70.85,5,5,5,6.26,95,5,0,15,3.349,0.0,0.0,16,4.69,2.264,7,0.976,123.0,0.36,EV3|EV4,0.0,0.0,0.838,1.099,0.16,43.12,delivery,0.0,778.4,77840.3,77840.3,77739.4,26.307027027027026,31.553571428571427,100,100,0,0.0,1330.2,2229.05,0,0.8644816792487572,237,238,195,43,False,0.8819432929862377,0.8908120051555883,0.8908652955345563,23.876923076923077,28.976744186046513,24.798319327731093,66.0,77.89999999999998,67.0,0,0.8573006812741668,232,232,196,36,False,0.8826065329132814,0.9118026146197754,0.9112469890680007,24.913265306122447,32.52777777777778,26.094827586206897,63.0,70.5,64.0,0,0.8897072362364206,237,238,189,49,True,0.8804510031503896,0.9165899466028355,0.9160644802668149,27.962962962962962,36.224489795918366,29.66386554621849,80.19999999999999,77.79999999999995,81.0,0,0.7867795986006261,217,217,177,40,True,0.8313712485491627,0.8574848094273615,0.8628867889568279,23.779661016949152,27.725,24.506912442396313,60.0,71.19999999999999,64.19999999999999,25.1737400530504,754,4,758,34.98809523809524,28.11904761904762,77840.3,84,16,100,254.75,333.25,46831.0,40800.0,"[41400.0, 46831.0]","[41400.0, 46797.0]","[40800.0, 52152.0]",True,False,delivery_complete,delivery_complete,6031,5431.0,5397.0,6031.0,600.0,300.0,6.2,7,3,0.5966666666666667,600.0,delivery
K100_6,100,primary,7,1.15,1.8863,46.51,1.84,52,0.801,0.992,17,11.111,0,0.0,4,0.836,7,1.078,0.0,4,0.767,5,0.907,0.0,5,0.783,5,0.954,0.0,5,0.81,7,1.058,74.79999999999998,64.99999999999997,5,5,5,5.93,95,5,0,11,3.097,0.0,0.0,13,4.565,2.25,7,0.9,123.0,0.46,EV3|EV4,0.0,0.0,0.797,1.006,0.11,43.92,delivery,0.0,762.5,76245.3,76245.3,76116.9,25.07641196013289,27.629213483146067,100,100,0,0.0,1326.56,2201.4,0,0.8356816102470266,238,239,192,47,False,0.8397361912613356,0.852516010978957,0.8513463666543711,25.255208333333332,29.829787234042552,26.15481171548117,68.89999999999998,75.1,71.0,0,0.7663311985361391,212,213,168,45,False,0.8057708161582853,0.8316559926806953,0.8356694946514202,23.458333333333332,27.511111111111113,24.314553990610328,63.650000000000006,60.8,63.39999999999998,0,0.7831655992680695,227,227,180,47,True,0.7967023907666941,0.840256175663312,0.8410180745112504,22.955555555555556,23.80851063829787,23.13215859030837,64.14999999999995,51.09999999999999,61.0,0,0.810064043915828,224,224,185,39,True,0.8408903544929925,0.8816102470265325,0.8849133161195131,25.967567567567567,29.71794871794872,26.620535714285715,63.0,73.30000000000001,70.0,24.43845089903181,723,6,729,31.426966292134832,23.831460674157302,76245.3,89,11,100,249.53,335.2,46865.0,40800.0,"[41400.0, 46865.0]","[41400.0, 46822.0]","[40800.0, 52152.0]",True,False,delivery_complete,delivery_complete,6065,5465.0,5422.0,6065.0,600.0,300.0,5.6,8,3,0.5683333333333334,600.0,delivery
K100_6,100,primary,2026,0.85,1.8955,46.51,1.84,52,0.772,0.984,14,11.111,0,0.0,6,0.821,6,1.108,0.0,5,0.723,6,0.86,0.0,5,0.751,5,0.811,0.0,5,0.799,5,0.942,79.70000000000002,62.900000000000006,4,4,5,5.99,96,4,0,16,2.892,0.0,0.0,16,4.475,2.234,6,0.829,122.4,0.44,EV3|EV4,0.0,0.0,0.775,0.876,0.18,43.22,delivery,0.0,749.3,74928.3,74928.3,74729.7,23.726966292134833,27.70731707317073,100,100,0,0.0,1322.72,2172.0,0,0.8215002737725863,231,231,181,50,False,0.8493173219279486,0.8594634057309728,0.8577498614446702,25.082872928176794,35.98,27.441558441558442,61.0,87.0,76.0,0,0.7227596276692827,212,213,179,34,False,0.798815594670176,0.813104581127943,0.8108257897653797,22.77094972067039,24.61764705882353,23.065727699530516,61.19999999999999,60.349999999999994,61.0,0,0.7506844314655959,219,219,172,47,True,0.7845040302681362,0.8225953641175398,0.8215407352669499,19.99418604651163,22.574468085106382,20.54794520547945,62.44999999999999,62.09999999999999,63.0,0,0.7981383464135792,226,227,194,33,True,0.8279322256950157,0.852162803431283,0.8503602438573804,23.288659793814432,25.666666666666668,23.634361233480178,70.69999999999999,57.4,65.69999999999999,22.800829875518673,723,7,730,31.29268292682927,24.121951219512194,74928.3,82,18,100,245.22,327.15,46879.0,40800.0,"[41400.0, 46879.0]","[41400.0, 46813.0]","[40800.0, 52152.0]",True,False,delivery_complete,delivery_complete,6079,5479.0,5413.0,6079.0,600.0,300.0,6.4,13,4,0.6075,600.0,delivery
K100_7,100,primary,42,0.98,1.8032,50.35,1.98,58,0.847,1.091,17,11.111,0,0.0,5,0.877,5,1.189,0.0,4,0.817,6,0.994,0.0,4,0.838,6,1.15,0.0,8,0.851,8,1.058,78.39999999999998,68.39999999999998,5,5,5,6.26,95,5,0,13,3.549,0.0,0.0,14,4.287,2.097,5,0.841,123.0,0.36,EV3|EV4,0.0,0.0,0.845,1.104,0.16,43.04,delivery,0.0,768.4,76841.1,76841.1,76657.8,26.788306451612904,29.38095238095238,100,100,0,0.0,1675.85,2689.3,0,0.8772378516624041,257,257,211,46,False,0.8988399071925754,0.9087809036658141,0.9095451412818746,27.99526066350711,30.434782608695652,28.43190661478599,69.5,63.75,68.19999999999999,0,0.8170502983802217,247,248,205,43,False,0.871616395978345,0.8975277067348678,0.8964507236388698,22.370731707317074,31.651162790697676,23.97983870967742,62.0,88.79999999999997,68.64999999999998,0,0.837851662404092,242,242,204,38,True,0.860015467904099,0.8913895993179881,0.8921433494141972,28.764705882352942,28.526315789473685,28.727272727272727,72.85,75.75,73.0,0,0.8513213981244672,244,245,204,41,True,0.8646558391337974,0.8922421142369992,0.892487939352171,25.86764705882353,26.609756097560975,25.991836734693877,70.85,58.0,70.0,26.24939172749392,822,12,834,35.345238095238095,23.416666666666668,76841.1,84,16,100,251.48,320.2,47312.0,40847.0,"[41447.0, 47312.0]","[41447.0, 47251.0]","[40847.0, 52174.0]",True,False,delivery_complete,delivery_complete,6465,5865.0,5804.0,6465.0,600.0,300.0,6.2,7,3,0.5966666666666667,600.0,delivery
K100_7,100,primary,7,1.48,1.7509,50.35,2.0700000000000003,58,0.77,0.963,17,11.111,0,0.0,5,0.769,5,1.054,0.0,5,0.772,5,0.872,0.0,5,0.814,6,1.066,0.0,5,0.819,6,1.048,60.0,67.79999999999998,5,5,5,5.93,95,5,0,14,3.169,0.0,0.0,13,4.273,2.084,6,0.869,123.0,0.46,EV3|EV4,0.0,0.0,0.816,1.057,0.11,43.98,delivery,0.0,770.7,77073.3,77073.3,76831.9,25.533748701973,28.831460674157302,100,100,0,0.0,1677.67,2642.3999999999996,0,0.7688919010504913,243,243,199,44,False,0.8580436788680406,0.8717383937648255,0.870663002404672,25.321608040201006,34.61363636363637,27.004115226337447,66.1,68.55000000000001,66.89999999999998,0,0.7717722805828533,225,226,185,41,False,0.7822208551215011,0.8037953236191122,0.8036757128134662,23.394594594594594,22.658536585365855,23.261061946902654,63.79999999999998,54.0,62.75,0,0.8144696712978652,242,242,201,41,True,0.8132882190095355,0.8553032870213487,0.853830298866369,25.796019900497512,29.78048780487805,26.47107438016529,65.0,62.0,63.94999999999999,0,0.8183666553710607,251,252,200,52,True,0.8200553675792064,0.8556421552016266,0.8560632085194091,24.525,28.057692307692307,25.253968253968253,61.14999999999995,59.34999999999999,61.0,24.82608695652174,782,8,790,31.674157303370787,25.98876404494382,77073.3,89,11,100,252.24,322.1,47349.0,40847.0,"[41447.0, 47349.0]","[41447.0, 47269.0]","[40847.0, 52174.0]",True,False,delivery_complete,delivery_complete,6502,5902.0,5822.0,6502.0,600.0,300.0,5.6,8,3,0.5683333333333334,600.0,delivery
